id,channel_group_name,date_played,score_player1,score_player2,match_date,status,player1_id,player2_id,winner_id,tournament_id
1,1_11,2025-02-21 16:09:49.676237+00:00,0,0,2025-02-21 16:09:50.128507+00:00,in_progress,11,10,,
